name	imgurl	center_x	center_y	mouth_left_x	mouth_left_y	eye_right_x	eye_right_y	eye_left_x	eye_left_y	nose_x	nose_y	contour_chin_x	contour_chin_y	contour_left1_x	contour_left1_y	contour_left2_x	contour_left2_y	contour_left3_x	contour_left3_y	contour_left4_x	contour_left4_y	contour_left5_x	contour_left5_y	contour_left6_x	contour_left6_y	contour_left7_x	contour_left7_y	contour_left8_x	contour_left8_y	contour_left9_x	contour_left9_y	contour_right1_x	contour_right1_y	contour_right2_x	contour_right2_y	contour_right3_x	contour_right3_y	contour_right4_x	contour_right4_y	contour_right5_x	contour_right5_y	contour_right6_x	contour_right6_y	contour_right7_x	contour_right7_y	contour_right8_x	contour_right8_y	contour_right9_x	contour_right9_y	left_eye_bottom_x	left_eye_bottom_y	left_eye_center_x	left_eye_center_y	left_eye_left_corner_x	left_eye_left_corner_y	left_eye_lower_left_quarter_x	left_eye_lower_left_quarter_y	left_eye_lower_right_quarter_x	left_eye_lower_right_quarter_y	left_eye_pupil_x	left_eye_pupil_y	left_eye_right_corner_x	left_eye_right_corner_y	left_eye_top_x	left_eye_top_y	left_eye_upper_left_quarter_x	left_eye_upper_left_quarter_y	left_eye_upper_right_quarter_x	left_eye_upper_right_quarter_y	left_eyebrow_left_corner_x	left_eyebrow_left_corner_y	left_eyebrow_lower_left_quarter_x	left_eyebrow_lower_left_quarter_y	left_eyebrow_lower_middle_x	left_eyebrow_lower_middle_y	left_eyebrow_lower_right_quarter_x	left_eyebrow_lower_right_quarter_y	left_eyebrow_right_corner_x	left_eyebrow_right_corner_y	left_eyebrow_upper_left_quarter_x	left_eyebrow_upper_left_quarter_y	left_eyebrow_upper_middle_x	left_eyebrow_upper_middle_y	left_eyebrow_upper_right_quarter_x	left_eyebrow_upper_right_quarter_y	mouth_left_corner_x	mouth_left_corner_y	mouth_lower_lip_bottom_x	mouth_lower_lip_bottom_y	mouth_lower_lip_left_contour1_x	mouth_lower_lip_left_contour1_y	mouth_lower_lip_left_contour2_x	mouth_lower_lip_left_contour2_y	mouth_lower_lip_left_contour3_x	mouth_lower_lip_left_contour3_y	mouth_lower_lip_right_contour1_x	mouth_lower_lip_right_contour1_y	mouth_lower_lip_right_contour2_x	mouth_lower_lip_right_contour2_y	mouth_lower_lip_right_contour3_x	mouth_lower_lip_right_contour3_y	mouth_lower_lip_top_x	mouth_lower_lip_top_y	mouth_right_corner_x	mouth_right_corner_y	mouth_upper_lip_bottom_x	mouth_upper_lip_bottom_y	mouth_upper_lip_left_contour1_x	mouth_upper_lip_left_contour1_y	mouth_upper_lip_left_contour2_x	mouth_upper_lip_left_contour2_y	mouth_upper_lip_left_contour3_x	mouth_upper_lip_left_contour3_y	mouth_upper_lip_right_contour1_x	mouth_upper_lip_right_contour1_y	mouth_upper_lip_right_contour2_x	mouth_upper_lip_right_contour2_y	mouth_upper_lip_right_contour3_x	mouth_upper_lip_right_contour3_y	mouth_upper_lip_top_x	mouth_upper_lip_top_y	nose_contour_left1_x	nose_contour_left1_y	nose_contour_left2_x	nose_contour_left2_y	nose_contour_left3_x	nose_contour_left3_y	nose_contour_lower_middle_x	nose_contour_lower_middle_y	nose_contour_right1_x	nose_contour_right1_y	nose_contour_right2_x	nose_contour_right2_y	nose_contour_right3_x	nose_contour_right3_y	nose_left_x	nose_left_y	nose_right_x	nose_right_y	nose_tip_x	nose_tip_y	right_eye_bottom_x	right_eye_bottom_y	right_eye_center_x	right_eye_center_y	right_eye_left_corner_x	right_eye_left_corner_y	right_eye_lower_left_quarter_x	right_eye_lower_left_quarter_y	right_eye_lower_right_quarter_x	right_eye_lower_right_quarter_y	right_eye_pupil_x	right_eye_pupil_y	right_eye_right_corner_x	right_eye_right_corner_y	right_eye_top_x	right_eye_top_y	right_eye_upper_left_quarter_x	right_eye_upper_left_quarter_y	right_eye_upper_right_quarter_x	right_eye_upper_right_quarter_y	right_eyebrow_left_corner_x	right_eyebrow_left_corner_y	right_eyebrow_lower_left_quarter_x	right_eyebrow_lower_left_quarter_y	right_eyebrow_lower_middle_x	right_eyebrow_lower_middle_y	right_eyebrow_lower_right_quarter_x	right_eyebrow_lower_right_quarter_y	right_eyebrow_right_corner_x	right_eyebrow_right_corner_y	right_eyebrow_upper_left_quarter_x	right_eyebrow_upper_left_quarter_y	right_eyebrow_upper_middle_x	right_eyebrow_upper_middle_y	right_eyebrow_upper_right_quarter_x	right_eyebrow_upper_right_quarter_y	mouth_right_x	mouth_right_y
Eamon de Valera (1882 - 1975)	http://www.bbc.co.uk/staticarchive/c74b653e2826c46b49a762b11443e5943e8df23a.jpg	46.323529	38.378378	38.958235	50.334595	56.253897	28.07227	32.430294	32.031405	47.966618	42.528162	54.944044	61.15027	17.281691	33.839081	19.274706	39.134595	21.437941	43.116378	24.190515	47.030811	26.706029	50.763351	30.482941	54.197838	34.862206	57.744324	40.758676	59.869189	47.054338	61.573514	71.263456	25.662216	71.585735	30.273784	72.571029	35.233946	73.089191	39.435514	72.432574	44.010811	70.820956	48.66227	68.571176	52.452432	64.905147	56.128108	60.894706	58.728649	32.377279	32.684757	31.748088	31.694595	27.051176	32.784919	29.659926	32.88973	34.500147	32.052054	32.012132	31.272595	36.918824	31.537459	31.183676	30.516919	29.009118	31.365189	33.758235	30.658919	23.420368	31.434	26.219191	30.258973	29.473676	29.055027	33.303235	28.763027	36.937353	28.577459	25.213676	29.116919	29.101838	28.001081	32.973603	27.748378	39.581912	50.584486	51.080735	51.879676	45.295956	50.963027	43.10125	51.611784	46.889485	52.198	56.400588	49.351892	58.7425	49.318703	54.851765	50.989838	50.998309	50.584973	60.994485	47.278811	50.294926	50.058541	48.018015	49.382973	43.503897	49.927027	45.026838	50.375676	52.084191	48.679351	56.710662	47.633892	55.792941	48.616054	50.146397	49.278865	40.580662	30.550649	40.799706	39.311297	43.791324	44.568	48.812353	45.385514	47.365368	29.727351	51.052426	37.389514	52.746544	43.026595	39.692059	42.792865	55.049265	40.129676	47.625809	43.060703	56.203162	28.908811	55.676618	27.805946	50.877353	29.087081	53.239191	29.002649	58.836397	28.177622	56.096985	27.582108	60.932279	27.604378	55.052059	26.705135	52.970074	27.438216	57.758603	26.603189	48.966691	26.154324	52.359191	25.474	55.983162	24.911243	60.087426	24.77373	62.780735	25.005622	51.868897	24.37773	55.687647	23.392378	60.192353	23.310216	60.358897	47.621514
Robert, Earl of Essex (1566 - 1601)	http://www.bbc.co.uk/staticarchive/63f2b5ab257a535093d26ed9b5d52c69207c0c82.jpg	45.918367	27.39726	43.846173	35.49911	49.830306	23.783356	42.46398	24.040274	47.538214	31.764521	47.721786	36.299932	37.349541	24.505479	37.500255	27.162466	37.922908	29.606164	38.502041	31.783904	39.173571	33.63637	40.233469	35.033493	41.710816	36.455959	43.388827	36.764178	45.328622	36.449932	52.229082	23.403425	52.15051	25.102329	51.991837	26.860685	51.714796	28.573973	51.498469	30.023836	51.192347	31.992123	50.736837	33.304795	50.051735	34.507192	49.207755	35.619521	42.799643	24.999521	42.780204	24.037671	41.224286	24.138219	41.951582	24.725274	43.62551	24.700616	42.429082	24.021644	44.458163	24.243973	42.727704	23.114384	42.040663	23.326301	43.536276	23.359932	39.924184	22.230479	41.359592	21.662123	42.804286	21.521027	43.961173	21.828356	45.359643	22.137671	41.291531	20.874452	42.790714	20.577329	43.983418	20.99274	44.372806	32.36863	47.379694	33.563836	46.003929	32.421712	45.061173	33.026644	46.156122	33.501918	48.104898	32.738836	48.506327	33.067877	47.994235	33.447192	47.318112	32.662397	48.878265	32.35226	47.304541	32.363219	46.742347	31.71589	45.514796	31.939384	46.102602	32.29589	47.917602	31.840685	48.466378	32.021644	48.101786	32.465411	47.337398	31.972877	46.030765	24.039178	45.690153	27.863425	46.597347	29.820753	47.60301	29.587192	47.648163	23.963973	48.309439	27.703219	48.420765	29.614452	45.317653	29.177945	48.797143	29.242671	47.928724	28.423562	49.808316	24.541301	49.662143	23.633973	48.009439	24.128767	48.808316	24.44274	50.566582	24.109384	49.3375	23.651575	51.046939	23.451438	49.5775	22.744795	48.849796	23.15089	50.362347	22.814589	48.099133	22.043836	49.27801	21.640411	50.202755	21.283151	51.103061	21.005342	51.823469	21.071233	48.941327	20.849247	50.157806	20.300411	51.126531	20.282397	49.554235	35.609863
Anthony Eden (1897 - 1977)	http://www.bbc.co.uk/staticarchive/ea19f3e9e6c71aa660f5d229649f04d09b2c31cf.jpg	48.282443	27.363897	44.837786	33.076791	54.568321	22.801146	42.384733	24.058052	47.060305	28.718911	51.10687	39.752722	37.805191	24.840487	38.130725	27.337507	38.708397	29.447278	39.566412	31.493123	40.410687	33.541547	41.795802	35.28596	43.28626	37.253868	45.394656	38.613754	47.783588	39.555014	62.198473	22.501576	62.635496	25.018138	62.874427	27.625817	62.844275	30.02063	62.495802	32.32063	61.678244	34.48596	59.70687	36.453009	57.473664	38.140401	54.621374	39.225501	42.481298	24.646819	42.225954	24.041519	39.923282	24.622407	40.990458	24.704241	43.610305	24.299656	42.485115	23.787564	44.919084	23.999713	42.029389	23.375788	40.770992	23.809943	43.473664	23.412665	38.282443	23.492206	39.443511	22.946848	41.23855	22.650086	43.314504	22.36533	45.071756	22.015072	38.857252	21.968481	40.959542	21.379456	43.065267	21.006332	44.985496	33.545845	49.426336	34.398281	47.404962	33.64298	46.15687	33.930659	47.728626	34.40745	52.830153	33.376791	53.746565	33.577937	51.597328	34.15043	49.501145	33.722636	55.384733	32.841261	49.416794	33.601146	48.145038	32.989112	46.25916	33.177077	47.383969	33.465616	50.374427	32.813754	53.039313	32.498281	52.433206	33.215473	49.311069	33.074785	46.54313	23.883095	45.797328	27.711117	46.654198	30.281375	48.249618	30.483668	49.424427	23.59235	50.35687	27.32467	50.100382	30.06533	45.253435	29.486246	51.886641	29.141834	47.447328	28.902865	54.669847	23.465043	54.555725	22.810716	51.922901	23.143066	53.054962	23.274814	56.020229	23.198653	54.802672	22.568367	57.188931	22.946705	54.526718	22.140458	53.110687	22.441175	55.951908	22.344097	49.642366	21.431261	52.36374	21.588739	54.993511	21.568883	57.346565	21.350029	59.055725	21.740774	52.206107	20.219398	54.633206	19.947593	57.127481	20.178223	55.36374	32.688252
Edward I (1239 - 1307)	http://www.bbc.co.uk/staticarchive/c64f2d37c8c597754b878df973939892f2e79f5d.jpg	41.176471	34.939759	36.475441	43.207711	48.168088	30.417169	35.082353	29.966747	37.795882	37.628916	41.282721	51.79747	31.916838	30.052229	31.541838	32.872289	31.615147	35.347711	32.131471	38.008614	32.569632	40.650843	33.433676	43.409518	34.546544	46.084639	36.245662	48.474699	38.215368	50.590663	60.152868	31.043434	60.471765	34.467771	60.027426	38.045241	59.185441	41.12241	57.885662	44.096265	56.002059	46.680361	53.018235	48.957711	49.698015	50.547831	45.857206	51.805422	34.802941	30.794036	34.96125	30.025663	32.891985	30.05488	33.754853	30.515181	36.349191	30.767289	34.574485	29.851084	37.961324	30.695843	34.898015	29.159578	33.645074	29.335482	36.317279	29.58247	31.356912	27.719518	32.862279	27.758373	34.908971	27.82006	36.275882	28.07253	37.840515	28.393735	32.921029	26.762108	34.961618	26.782831	36.568456	27.341506	35.555368	43.546988	39.936838	44.928434	37.636618	43.53259	36.847353	44.247952	38.397426	44.842108	42.885074	43.585663	43.994853	44.345422	41.875	44.73759	40.006324	43.752651	46.044706	43.730904	39.764412	43.216084	38.605809	42.351566	36.812426	42.824639	37.687941	43.208494	40.697206	42.142169	43.714412	42.454277	42.856765	43.098735	39.813382	42.343133	38.818971	30.50494	37.0375	35.974157	37.456985	39.57012	39.320735	40.238193	42.067574	30.665482	42.433309	36.088675	41.375882	39.656506	36.387206	38.460904	43.840882	38.399759	38.218456	38.371446	47.543235	31.492349	47.623456	30.538855	44.844118	30.703554	45.868603	31.046265	49.303382	31.327831	47.137353	30.34741	51.013309	30.713313	47.642574	29.644639	46.0575	29.69506	49.325294	30.026928	42.810294	28.060542	45.270515	27.867831	47.669853	27.658012	50.735	27.926084	53.663897	28.606446	45.101912	26.765542	47.4575	26.432229	50.464412	26.929759	45.825809	43.506205
Edward II (1284 - 1327)	http://www.bbc.co.uk/staticarchive/c4fafcdb81469b3c2eb5bdb8c4c7fe6e5e2d4e43.jpg	46.691176	26.648352	44.345956	30.321703	50.781324	23.695659	43.438971	23.666264	45.243456	26.743462	47.078088	35.846978	41.025368	23.969341	40.884118	25.630934	40.835368	27.027912	41.221176	28.539451	41.357426	30.106648	41.66875	31.505714	42.673162	32.942527	43.6075	34.291703	45.104926	35.122527	57.183088	23.915	57.263529	25.667527	56.958015	27.541978	56.730735	29.129176	55.997721	30.784725	54.897059	32.178132	53.328015	33.388736	51.551765	34.485385	49.591618	35.175879	43.475735	24.280495	43.473603	23.806429	42.122647	23.949286	42.643235	24.151264	44.262353	24.145934	43.476471	23.818956	44.819559	23.908516	43.408088	23.318626	42.768603	23.471538	44.283676	23.470824	41.279338	22.304341	42.261324	22.055989	43.489118	21.955934	44.734118	22.068132	45.671691	22.055824	42.223162	21.445549	43.356471	21.187418	44.790588	21.347033	44.493309	30.638956	46.700882	31.224835	45.527426	30.678846	45.054853	31.042692	45.843824	31.347637	48.235294	30.682802	48.924632	30.825385	47.718603	31.257473	46.660294	30.732418	49.939559	30.383297	46.735809	30.244615	45.748971	29.647747	44.889779	30.023297	45.486765	30.264396	47.436838	29.632143	48.536471	29.839451	48.219412	30.260659	46.626985	29.765769	45.679632	23.807473	44.573897	26.047857	44.974779	27.924451	46.17125	28.062857	47.578971	23.811319	48.024706	25.952582	47.710735	27.895495	44.137721	27.385604	49.183456	27.37956	45.570956	26.879945	50.730809	24.180989	50.769412	23.709615	49.169191	23.800989	49.775662	24.013516	51.661176	24.029451	50.440956	23.65044	52.561765	23.903901	50.798676	23.287967	50.020956	23.253736	51.629338	23.491978	48.081765	21.962857	49.536176	21.959505	51.000441	21.972143	52.513824	22.145604	53.680882	22.597253	49.523309	21.172747	50.859485	21.066593	52.701912	21.397418	49.428309	29.603516
Edward III (1312 - 1377)	http://www.bbc.co.uk/staticarchive/114bd801580440b53feed31efecea8b96adfa594.jpg	58.455882	43.313953	53.898603	52.329709	65.761618	35.196686	50.477426	36.3875	62.364191	45.092384	60.853897	59.71686	33.69375	36.761628	33.424485	40.694302	34.671324	44.293953	36.340221	47.756802	38.625294	51.501628	41.969779	54.104942	45.576544	57.257093	50.082941	59.248256	54.4375	60.169186	71.286176	34.590872	71.478162	38.164012	71.363897	41.375	70.897941	44.557209	70.207574	48.081628	69.14625	51.13814	68.034632	53.747907	66.941765	56.379884	64.477721	57.99843	50.145	37.525523	50.007721	36.291047	46.053162	36.457267	47.949779	37.46686	52.188603	37.109128	49.965515	36.156744	53.728897	36.399128	50.083897	34.855349	47.841618	35.394767	51.8375	35.394651	42.833456	33.334477	46.060515	32.32657	49.556544	31.949419	52.768603	32.218895	55.618088	32.380233	45.707941	31.310581	49.177647	30.513372	52.814485	30.622035	51.791029	51.891919	58.924559	52.740698	55.282574	51.702093	53.91125	52.95407	56.757647	53.284419	62.336176	50.611802	63.361838	51.635116	61.244706	52.26064	59.389779	51.173605	64.290588	50.753837	59.410809	50.486512	57.491838	49.520233	54.403088	50.496337	56.522794	50.896686	60.616912	48.88093	62.706912	49.420756	62.075294	50.396744	59.42625	49.100058	56.465588	36.064302	55.502353	41.511337	57.335	46.145581	60.734853	46.021221	60.279118	35.731802	62.563088	41.132035	62.901397	45.852849	54.455147	44.965407	63.690956	44.200581	61.037721	44.127209	65.510882	36.537965	65.2225	35.279128	61.381838	35.681221	63.117868	36.204128	67.261103	35.905291	65.523088	35.149942	68.416691	35.227849	65.186985	34.18436	63.351985	34.547965	66.906324	34.295058	61.008824	31.960174	63.641765	31.67093	66.1525	31.221686	68.572574	31.29064	70.412721	32.015872	63.295	30.366628	65.928529	29.732616	68.725221	30.316802	66.479118	50.101977
Edward IV (1442 - 1483)	http://www.bbc.co.uk/staticarchive/54c831cde48b247f8b0266663ef4c17be5666561.jpg	59.558824	33.73494	53.6575	44.430542	66.814779	28.786024	50.895882	28.869337	62.360735	36.668012	60.225	54.467229	38.236471	28.898976	37.615074	33.07988	37.888676	36.890301	38.623897	40.59747	39.809044	44.438313	42.888824	47.47488	46.889706	50.398675	50.907059	52.393795	55.30875	54.241807	71.235515	28.361867	71.125515	31.740602	70.684926	35.313193	69.869706	38.125	69.0675	40.975301	67.80625	43.951205	66.661397	46.905301	65.339044	49.814699	63.497132	52.75759	51.599632	30.008133	51.575074	28.764096	47.989779	28.827771	49.584265	29.649458	53.399779	29.719819	51.878088	28.696687	55.076103	29.079036	51.616397	27.401024	49.776103	27.892892	53.474338	27.913193	44.263456	25.119578	47.289706	24.299578	50.997868	23.831566	54.173015	23.961084	56.885662	24.358494	47.042059	23.153373	50.778088	22.389458	54.140368	22.620843	54.441912	44.193554	60.345368	47.306988	57.895	44.720904	56.115294	45.610723	58.206838	46.874157	62.567132	44.764639	63.431324	45.337651	62.448603	46.59012	60.766838	45.326867	63.499632	44.028855	60.784265	43.770181	59.496618	42.475904	56.654338	43.308614	58.100074	43.603193	62.330662	42.404398	63.268015	42.92	62.362132	43.60994	61.103456	42.633614	58.534338	28.886446	57.582279	34.84741	59.178235	38.939398	62.320221	39.250602	62.552426	28.952108	64.563971	34.783735	64.141324	38.736988	56.292647	37.685723	64.999926	37.433373	63.318971	36.749578	67.950294	29.980602	67.785074	28.820301	64.336471	29.070904	66.053162	29.709277	69.608309	29.523012	67.946324	28.601988	70.271838	28.64753	67.799926	27.655	66.098015	28.101506	69.200956	27.95247	63.761176	24.43012	66.495809	24.437229	68.789632	24.386024	70.751618	24.389036	71.576985	25.271506	66.409412	23.188916	68.862941	23.029518	71.090735	23.575482	63.633456	44.277651
Edward V (c.1470 - 1483)	http://www.bbc.co.uk/staticarchive/cd40e0aa0300e5ed659bb5958921c3875b003fef.jpg	45.220588	27.083333	40.040221	34.478631	52.896103	21.658036	36.729191	21.997679	41.038088	28.682381	44.267353	42.65256	31.822794	21.715119	32.107941	24.382857	32.640441	27.217679	33.522794	29.862798	34.629485	32.457143	35.624559	34.711548	36.979706	37.358512	38.894118	39.493095	40.920809	41.531786	64.677132	21.18131	64.267426	24.678274	63.276912	28.26994	62.075882	31.226964	60.079926	34.085119	56.969191	36.664762	54.259191	38.592976	51.100588	40.522321	48.000294	41.941012	36.262868	23.365774	36.4925	22.014881	33.715368	21.739762	34.580956	22.859583	38.217794	22.974583	37.194559	21.707024	39.771544	22.502381	36.50875	20.739345	34.993382	20.962262	38.39125	21.187798	32.005	18.328155	33.606618	17.988929	35.962279	18.078631	38.395294	18.335655	40.706397	18.639226	33.378088	17.069881	35.827794	16.853333	38.6475	17.275476	39.788088	34.612202	42.818824	37.267738	41.229485	34.972321	40.424559	35.902381	41.394779	36.924107	44.986838	35.176726	46.341544	35.929643	44.752574	36.796012	42.891691	35.424345	47.754853	34.744583	42.886397	34.461012	41.528824	33.194167	40.431691	33.852024	41.629412	34.132857	44.064632	33.110655	45.943603	33.802202	45.345662	34.308095	42.938382	33.464881	41.471765	21.887738	39.985	27.219464	40.874706	30.498631	42.514265	30.838095	45.726029	21.783631	45.916985	27.158333	44.947574	30.522679	39.619044	29.497619	47.324853	29.686726	41.424412	29.048095	53.687206	22.763988	53.427868	21.500952	49.428088	22.06125	51.181838	22.517381	55.636691	22.177083	53.515441	21.198988	56.843382	21.363869	53.431103	20.26256	51.259926	20.740655	55.370368	20.544048	47.017794	18.144345	50.345956	18.00881	53.122353	17.774702	56.545074	17.957024	59.426103	18.707381	50.177574	16.565357	53.263603	16.376905	56.814632	16.890536	48.988382	34.442917
Edward VIII (1894 - 1972)	http://www.bbc.co.uk/staticarchive/a9b7274c70274b7d51863187bf994fc13db01d4b.jpg	46.691176	27.837838	40.021985	35.933946	54.249779	21.992162	38.170441	22.674162	45.545368	29.412811	47.632868	44.34227	30.641691	22.961405	31.306765	25.75773	31.952721	28.593135	32.477868	31.84773	33.199706	34.496649	34.707868	37.029568	36.826544	39.580432	39.810147	41.846595	43.359779	43.416973	65.741324	21.888649	65.996544	25.079514	66.143382	28.443351	65.870441	31.713351	64.927059	34.935297	62.588529	37.870703	59.764044	40.195459	56.212794	42.402757	52.249412	43.846865	38.176838	23.662865	38.044926	22.730811	34.931029	22.865784	36.115662	23.418541	39.997941	23.357946	38.107132	22.439568	41.635441	22.967946	37.926985	21.74627	36.212132	22.150486	39.839926	22.048865	32.419191	20.302432	34.365662	19.921297	36.411618	19.727405	39.006912	19.792054	41.183309	19.752757	33.66	19.034432	36.110515	18.383892	38.690956	18.566703	40.135809	35.684486	46.317132	37.503243	43.085956	36.300973	41.979265	36.622108	43.596618	37.206757	50.645147	36.010432	52.285809	36.01	49.327941	37.128649	46.350294	36.599189	54.543603	34.583784	46.421029	36.278216	44.997721	35.707676	42.396397	35.772432	43.741618	36.051676	47.499632	35.554378	50.620074	35.080432	50.620882	35.742703	46.384412	35.756973	43.387132	22.846811	41.829191	28.161892	43.125368	31.350486	45.565221	31.742649	47.675368	22.774216	48.852059	27.578541	48.329338	31.249135	41.185368	30.459459	50.651912	30.02027	44.734485	29.583784	54.163309	23.098595	54.089706	22.161081	50.101544	22.477838	51.904338	22.871027	56.17625	22.775297	54.479118	21.919351	57.780515	22.237622	54.057426	21.244757	52.176985	21.488649	56.06	21.488162	49.038088	19.644216	51.949926	19.781676	54.549338	19.641514	57.311029	19.846865	59.245956	20.30227	51.503603	18.380811	54.492353	18.209243	57.761544	18.835405	54.923603	34.521622
Albert Einstein (1879-1955)	http://www.bbc.co.uk/staticarchive/f909065302af90226c240829ee5f5cc68042e5c1.jpg	63.602941	37.567568	52.938824	46.258541	72.969044	31.926162	53.946029	29.956973	67.755441	40.130811	60.724853	59.46973	35.691029	28.463351	35.446838	33.020216	35.289926	37.534054	35.339632	41.814054	36.322794	46.225514	39.135809	50.219243	43.213088	53.675946	48.328971	56.304865	54.257941	58.278378	80.266176	33.492162	79.097794	37.252162	78.241176	40.789459	77.525	44.150432	76.219853	47.612811	74.201471	51.087892	72.312353	53.921459	69.364044	56.619459	66.347647	58.496757	54.333088	31.265568	54.336765	30.04027	49.821029	30.087838	51.860809	30.876757	56.570588	31.20973	53.365074	29.677189	58.988088	30.728757	54.474632	28.604324	52.179118	28.998054	56.602574	29.287081	46.951176	26.922757	49.452794	25.727405	53.083162	24.852486	56.43625	24.792486	59.939044	24.850108	48.592059	24.346865	52.43125	22.866054	56.432426	22.854649	53.714412	46.860865	62.8875	50.223027	59.030882	48.089784	56.542868	48.280486	59.727574	49.571676	66.013971	49.219784	67.647868	50.103405	65.080368	50.421405	63.099191	48.754	68.998603	49.507946	63.628456	48.378919	61.942132	46.796486	57.846838	46.567622	59.328676	47.458108	65.588162	47.236595	67.893971	48.140919	66.328897	48.818865	63.852353	47.338378	62.792206	31.367514	60.84	37.437622	61.76625	42.216	66.146985	43.092703	67.944338	31.82	69.660735	38.113568	68.713162	42.721027	57.951103	40.395297	70.530294	41.621892	67.663603	40.345243	73.136544	33.642595	73.337426	32.297622	69.569926	32.208865	71.410294	32.858811	75.124265	33.359189	72.229632	31.877892	76.559559	32.969459	73.494706	31.065676	71.473309	31.042432	75.385294	31.817081	71.265515	27.408757	73.833088	28.157351	76.540441	28.853784	78.244118	29.847459	78.755882	31.415784	74.439706	26.271081	77.238971	26.767351	79.598529	28.529405	68.914412	49.106541
Dwight Eisenhower (1890-1969)	http://www.bbc.co.uk/staticarchive/86bc92e57c62e8eea90dd97998a8d44bdbd23dec.jpg	55.882353	53.513514	37.011397	63.319459	70.30625	44.206324	40.176985	43.310649	55.380735	56.222703	53.336912	80.47027	21.954118	43.207081	21.287794	48.538811	21.464338	53.707027	22.022574	59.229189	23.850515	64.02973	26.728382	69.383243	31.500147	73.753514	38.007132	76.964324	44.831176	79.911892	84.447794	45.389189	83.944853	50.638865	83.343382	56.183784	82.197059	61.22973	80.439706	66.283243	77.379412	70.616757	73.515368	74.455135	67.600956	77.484324	61.195809	79.960541	39.6325	44.959568	39.898897	43.477459	33.879265	43.192757	36.334926	44.246162	43.274044	44.851784	39.379706	43.251676	46.474706	44.231405	40.100074	41.951459	36.827868	42.292757	43.224118	42.563027	30.700662	38.562703	34.965956	38.455243	39.892206	38.661243	44.297132	39.008432	48.073897	39.444703	35.057794	36.675622	40.384485	36.748649	44.826691	37.061676	39.068015	64.242162	53.111471	68.721081	46.466912	65.602162	43.035662	66.241622	47.579926	68.172432	61.207794	66.432432	64.000662	67.593514	58.637574	68.623784	53.798382	66.414595	68.299412	65.890811	53.561324	65.690811	50.556103	63.923243	44.153897	63.84973	46.796985	64.837838	56.338971	64.288108	62.303235	65.033514	61.125809	65.835135	53.527059	64.418378	51.869338	44.331514	48.754485	52.453514	49.367059	58.424324	55.004926	59.971351	58.789044	44.555676	61.718015	52.874054	60.233162	58.954054	44.938897	55.697838	64.286544	56.978919	55.359044	56.96973	70.581324	46.170757	70.602868	44.646541	64.064044	44.990919	66.934044	45.625514	73.774265	45.638486	70.740221	44.426108	76.879412	44.868432	70.833235	43.203027	67.469485	43.538973	74.025	43.70227	63.719706	40.052919	67.442868	40.192973	71.659853	40.269081	76.303676	40.296919	79.897059	41.271027	67.279338	38.066378	71.534706	37.859081	76.982353	38.55	67.370662	65.285946
Eleanor of Aquitaine (c.1122 – 1204)	http://www.bbc.co.uk/staticarchive/b909528c1df708cd89c2b95f1fa251ceea86d13f.jpg	51.102941	31.621622	46.114485	36.454973	57.936103	27.400865	43.513088	27.510757	51.269412	33.15027	51.018529	43.804432	35.417059	28.003459	35.768603	30.452324	36.538015	32.583189	37.357647	34.842703	38.362868	37.014703	40.066838	39.117459	42.324632	41.025027	44.839118	42.299946	47.460368	43.497405	64.218529	27.328811	63.642647	29.705622	63.166544	31.849243	62.547279	34.072108	61.710809	36.284432	60.505809	38.323405	58.745956	40.027135	56.337868	41.659622	54.072941	43.012649	43.403456	28.557784	43.361985	27.84027	40.800294	27.883784	41.975588	28.310216	44.907426	28.286973	43.2325	27.787081	46.619338	27.772595	43.272279	27.198595	41.929338	27.419459	44.684044	27.268649	37.899118	25.854108	39.968235	24.972108	42.168897	24.573784	44.873824	24.647568	47.265588	24.957351	39.497941	24.299297	41.899265	23.588162	44.845368	23.795081	45.982794	36.914919	50.766912	38.461243	48.060074	37.215297	47.498824	37.631135	48.867721	38.254378	53.418015	37.207351	54.332647	37.444432	52.440956	38.187243	50.768529	37.433838	55.575147	36.890378	50.990294	37.174108	49.852574	36.391189	47.968603	36.712919	48.815441	36.992919	51.816324	36.404486	53.953897	36.539243	53.418382	36.994	50.961324	36.605946	48.836838	27.590324	48.077941	31.524919	48.969044	34.233568	51.133015	34.722432	52.697794	27.646973	53.817868	31.476973	53.087206	34.274865	47.091838	33.312378	54.735588	33.356216	51.349632	33.349568	57.808897	28.307892	57.800515	27.542757	54.530956	27.753405	55.879338	27.986	59.650882	27.997081	57.595074	27.503189	60.527426	27.499892	57.913456	26.996324	56.282132	27.021351	59.268162	26.94773	53.781397	24.831135	56.105294	24.456865	58.515882	24.242595	60.835294	24.584811	62.420221	25.56827	55.968529	23.521838	58.580662	23.339838	61.038088	23.864595	55.348162	36.374054
